,Family,LigandType,Value,Category
647,Class A orphans,orphan,15.0,Identify
648,Class A orphans,orphan,29.0,Similarity
649,Class A orphans,orphan,14.0,Identify
650,Class A orphans,orphan,29.0,Similarity
651,Class A orphans,orphan,13.0,Identify
652,Class A orphans,orphan,29.0,Similarity
653,Class A orphans,orphan,12.0,Identify
654,Class A orphans,orphan,29.0,Similarity
655,Class A orphans,orphan,12.0,Identify
656,Class A orphans,orphan,29.0,Similarity
657,Class A orphans,orphan,12.0,Identify
658,Class A orphans,orphan,29.0,Similarity
659,Class A orphans,orphan,11.0,Identify
660,Class A orphans,orphan,28.0,Similarity
661,Class A orphans,orphan,15.0,Identify
662,Class A orphans,orphan,28.0,Similarity
663,Class A orphans,orphan,15.0,Identify
664,Class A orphans,orphan,28.0,Similarity
665,Class A orphans,orphan,14.0,Identify
666,Class A orphans,orphan,28.0,Similarity
667,Class A orphans,orphan,13.0,Identify
668,Class A orphans,orphan,28.0,Similarity
669,Class A orphans,orphan,13.0,Identify
670,Class A orphans,orphan,28.0,Similarity
671,Class A orphans,orphan,13.0,Identify
672,Class A orphans,orphan,28.0,Similarity
673,Class A orphans,orphan,12.0,Identify
674,Class A orphans,orphan,28.0,Similarity
675,Class A orphans,orphan,12.0,Identify
676,Class A orphans,orphan,28.0,Similarity
677,Class A orphans,orphan,12.0,Identify
678,Class A orphans,orphan,28.0,Similarity
679,Class A orphans,orphan,12.0,Identify
680,Class A orphans,orphan,28.0,Similarity
681,Class A orphans,orphan,10.0,Identify
682,Class A orphans,orphan,28.0,Similarity
683,Class A orphans,orphan,10.0,Identify
684,Class A orphans,orphan,27.0,Similarity
685,Class A orphans,orphan,14.0,Identify
686,Class A orphans,orphan,27.0,Similarity
687,Class A orphans,orphan,14.0,Identify
688,Class A orphans,orphan,27.0,Similarity
689,Class A orphans,orphan,13.0,Identify
690,Class A orphans,orphan,27.0,Similarity
691,Class A orphans,orphan,13.0,Identify
692,Class A orphans,orphan,27.0,Similarity
693,Class A orphans,orphan,13.0,Identify
694,Class A orphans,orphan,27.0,Similarity
695,Class A orphans,orphan,12.0,Identify
696,Class A orphans,orphan,27.0,Similarity
697,Class A orphans,orphan,12.0,Identify
698,Class A orphans,orphan,27.0,Similarity
699,Class A orphans,orphan,12.0,Identify
700,Class A orphans,orphan,27.0,Similarity
701,Class A orphans,orphan,11.0,Identify
702,Class A orphans,orphan,27.0,Similarity
703,Class A orphans,orphan,11.0,Identify
704,Class A orphans,orphan,27.0,Similarity
705,Class A orphans,orphan,10.0,Identify
706,Class A orphans,orphan,26.0,Similarity
707,Class A orphans,orphan,13.0,Identify
708,Class A orphans,orphan,26.0,Similarity
709,Class A orphans,orphan,12.0,Identify
710,Class A orphans,orphan,26.0,Similarity
711,Class A orphans,orphan,12.0,Identify
712,Class A orphans,orphan,26.0,Similarity
713,Class A orphans,orphan,12.0,Identify
714,Class A orphans,orphan,26.0,Similarity
715,Class A orphans,orphan,12.0,Identify
716,Class A orphans,orphan,26.0,Similarity
717,Class A orphans,orphan,11.0,Identify
718,Class A orphans,orphan,26.0,Similarity
719,Class A orphans,orphan,11.0,Identify
720,Class A orphans,orphan,26.0,Similarity
721,Class A orphans,orphan,11.0,Identify
722,Class A orphans,orphan,26.0,Similarity
723,Class A orphans,orphan,10.0,Identify
724,Class A orphans,orphan,26.0,Similarity
725,Class A orphans,orphan,8.0,Identify
726,Class A orphans,orphan,25.0,Similarity
727,Class A orphans,orphan,14.0,Identify
728,Class A orphans,orphan,25.0,Similarity
729,Class A orphans,orphan,13.0,Identify
730,Class A orphans,orphan,25.0,Similarity
731,Class A orphans,orphan,13.0,Identify
732,Class A orphans,orphan,25.0,Similarity
733,Class A orphans,orphan,12.0,Identify
734,Class A orphans,orphan,25.0,Similarity
735,Class A orphans,orphan,12.0,Identify
736,Class A orphans,orphan,25.0,Similarity
737,Class A orphans,orphan,12.0,Identify
738,Class A orphans,orphan,25.0,Similarity
739,Class A orphans,orphan,11.0,Identify
740,Class A orphans,orphan,25.0,Similarity
741,Class A orphans,orphan,11.0,Identify
742,Class A orphans,orphan,25.0,Similarity
743,Class A orphans,orphan,11.0,Identify
744,Class A orphans,orphan,25.0,Similarity
745,Class A orphans,orphan,10.0,Identify
746,Class A orphans,orphan,25.0,Similarity
747,Class A orphans,orphan,9.0,Identify
748,Class A orphans,orphan,24.0,Similarity
749,Class A orphans,orphan,14.0,Identify
750,Class A orphans,orphan,24.0,Similarity
751,Class A orphans,orphan,9.0,Identify
752,Class A orphans,orphan,24.0,Similarity
753,Class A orphans,orphan,8.0,Identify
754,Class A orphans,orphan,24.0,Similarity
755,Class A orphans,orphan,8.0,Identify
756,Class A orphans,orphan,23.0,Similarity
757,Class A orphans,orphan,13.0,Identify
758,Class A orphans,orphan,23.0,Similarity
759,Class A orphans,orphan,12.0,Identify
760,Class A orphans,orphan,23.0,Similarity
761,Class A orphans,orphan,11.0,Identify
762,Class A orphans,orphan,23.0,Similarity
763,Class A orphans,orphan,10.0,Identify
764,Class A orphans,orphan,23.0,Similarity
765,Class A orphans,orphan,9.0,Identify
766,Class A orphans,orphan,23.0,Similarity
767,Class A orphans,orphan,8.0,Identify
768,Class A orphans,orphan,22.0,Similarity
769,Class A orphans,orphan,12.0,Identify
770,Class A orphans,orphan,22.0,Similarity
771,Class A orphans,orphan,10.0,Identify
772,Class A orphans,orphan,21.0,Similarity
773,Class A orphans,orphan,10.0,Identify
774,Class A orphans,orphan,21.0,Similarity
775,Class A orphans,orphan,10.0,Identify
776,Class A orphans,orphan,21.0,Similarity
777,Class A orphans,orphan,9.0,Identify
778,Class A orphans,orphan,20.0,Similarity
779,Class A orphans,orphan,10.0,Identify
780,Class A orphans,orphan,52.0,Similarity
781,Class A orphans,orphan,40.0,Identify
782,Class A orphans,orphan,40.0,Similarity
783,Class A orphans,orphan,22.0,Identify
784,Class A orphans,orphan,40.0,Similarity
785,Class A orphans,orphan,21.0,Identify
786,Class A orphans,orphan,40.0,Similarity
787,Class A orphans,orphan,20.0,Identify
788,Class A orphans,orphan,39.0,Similarity
789,Class A orphans,orphan,21.0,Identify
790,Class A orphans,orphan,39.0,Similarity
791,Class A orphans,orphan,21.0,Identify
792,Class A orphans,orphan,39.0,Similarity
793,Class A orphans,orphan,20.0,Identify
794,Class A orphans,orphan,39.0,Similarity
795,Class A orphans,orphan,19.0,Identify
796,Class A orphans,orphan,38.0,Similarity
797,Class A orphans,orphan,23.0,Identify
798,Class A orphans,orphan,38.0,Similarity
799,Class A orphans,orphan,23.0,Identify
800,Class A orphans,orphan,38.0,Similarity
801,Class A orphans,orphan,21.0,Identify
802,Class A orphans,orphan,38.0,Similarity
803,Class A orphans,orphan,21.0,Identify
804,Class A orphans,orphan,38.0,Similarity
805,Class A orphans,orphan,20.0,Identify
806,Class A orphans,orphan,38.0,Similarity
807,Class A orphans,orphan,19.0,Identify
808,Class A orphans,orphan,38.0,Similarity
809,Class A orphans,orphan,18.0,Identify
810,Class A orphans,orphan,38.0,Similarity
811,Class A orphans,orphan,17.0,Identify
812,Class A orphans,orphan,38.0,Similarity
813,Class A orphans,orphan,17.0,Identify
814,Class A orphans,orphan,38.0,Similarity
815,Class A orphans,orphan,17.0,Identify
816,Class A orphans,orphan,38.0,Similarity
817,Class A orphans,orphan,16.0,Identify
818,Class A orphans,orphan,38.0,Similarity
819,Class A orphans,orphan,16.0,Identify
820,Class A orphans,orphan,38.0,Similarity
821,Class A orphans,orphan,16.0,Identify
822,Class A orphans,orphan,38.0,Similarity
823,Class A orphans,orphan,15.0,Identify
824,Class A orphans,orphan,38.0,Similarity
825,Class A orphans,orphan,14.0,Identify
826,Class A orphans,orphan,37.0,Similarity
827,Class A orphans,orphan,19.0,Identify
828,Class A orphans,orphan,37.0,Similarity
829,Class A orphans,orphan,19.0,Identify
830,Class A orphans,orphan,37.0,Similarity
831,Class A orphans,orphan,19.0,Identify
832,Class A orphans,orphan,37.0,Similarity
833,Class A orphans,orphan,18.0,Identify
834,Class A orphans,orphan,37.0,Similarity
835,Class A orphans,orphan,18.0,Identify
836,Class A orphans,orphan,37.0,Similarity
837,Class A orphans,orphan,17.0,Identify
838,Class A orphans,orphan,37.0,Similarity
839,Class A orphans,orphan,16.0,Identify
840,Class A orphans,orphan,36.0,Similarity
841,Class A orphans,orphan,24.0,Identify
842,Class A orphans,orphan,36.0,Similarity
843,Class A orphans,orphan,21.0,Identify
844,Class A orphans,orphan,36.0,Similarity
845,Class A orphans,orphan,20.0,Identify
846,Class A orphans,orphan,36.0,Similarity
847,Class A orphans,orphan,19.0,Identify
848,Class A orphans,orphan,36.0,Similarity
849,Class A orphans,orphan,18.0,Identify
850,Class A orphans,orphan,36.0,Similarity
851,Class A orphans,orphan,18.0,Identify
852,Class A orphans,orphan,36.0,Similarity
853,Class A orphans,orphan,17.0,Identify
854,Class A orphans,orphan,36.0,Similarity
855,Class A orphans,orphan,17.0,Identify
856,Class A orphans,orphan,36.0,Similarity
857,Class A orphans,orphan,17.0,Identify
858,Class A orphans,orphan,35.0,Similarity
859,Class A orphans,orphan,19.0,Identify
860,Class A orphans,orphan,35.0,Similarity
861,Class A orphans,orphan,19.0,Identify
862,Class A orphans,orphan,35.0,Similarity
863,Class A orphans,orphan,19.0,Identify
864,Class A orphans,orphan,35.0,Similarity
865,Class A orphans,orphan,18.0,Identify
866,Class A orphans,orphan,35.0,Similarity
867,Class A orphans,orphan,16.0,Identify
868,Class A orphans,orphan,35.0,Similarity
869,Class A orphans,orphan,16.0,Identify
870,Class A orphans,orphan,35.0,Similarity
871,Class A orphans,orphan,15.0,Identify
872,Class A orphans,orphan,34.0,Similarity
873,Class A orphans,orphan,18.0,Identify
874,Class A orphans,orphan,34.0,Similarity
875,Class A orphans,orphan,18.0,Identify
876,Class A orphans,orphan,34.0,Similarity
877,Class A orphans,orphan,17.0,Identify
878,Class A orphans,orphan,34.0,Similarity
879,Class A orphans,orphan,17.0,Identify
880,Class A orphans,orphan,34.0,Similarity
881,Class A orphans,orphan,15.0,Identify
882,Class A orphans,orphan,33.0,Similarity
883,Class A orphans,orphan,21.0,Identify
884,Class A orphans,orphan,33.0,Similarity
885,Class A orphans,orphan,18.0,Identify
886,Class A orphans,orphan,33.0,Similarity
887,Class A orphans,orphan,18.0,Identify
888,Class A orphans,orphan,33.0,Similarity
889,Class A orphans,orphan,17.0,Identify
890,Class A orphans,orphan,33.0,Similarity
891,Class A orphans,orphan,17.0,Identify
892,Class A orphans,orphan,33.0,Similarity
893,Class A orphans,orphan,17.0,Identify
894,Class A orphans,orphan,33.0,Similarity
895,Class A orphans,orphan,16.0,Identify
896,Class A orphans,orphan,33.0,Similarity
897,Class A orphans,orphan,14.0,Identify
898,Class A orphans,orphan,32.0,Similarity
899,Class A orphans,orphan,18.0,Identify
900,Class A orphans,orphan,32.0,Similarity
901,Class A orphans,orphan,14.0,Identify
902,Class A orphans,orphan,31.0,Similarity
903,Class A orphans,orphan,15.0,Identify
904,Class A orphans,orphan,31.0,Similarity
905,Class A orphans,orphan,14.0,Identify
906,Class A orphans,orphan,30.0,Similarity
907,Class A orphans,orphan,15.0,Identify
908,Class A orphans,orphan,30.0,Similarity
909,Class A orphans,orphan,14.0,Identify
910,Class A orphans,orphan,30.0,Similarity
911,Class A orphans,orphan,14.0,Identify
912,Class A orphans,orphan,30.0,Similarity
913,Class A orphans,orphan,14.0,Identify
914,Class A orphans,orphan,30.0,Similarity
915,Class A orphans,orphan,13.0,Identify
916,Class A orphans,orphan,30.0,Similarity
917,Class A orphans,orphan,12.0,Identify
918,Class A orphans,orphan,29.0,Similarity
919,Class A orphans,orphan,15.0,Identify
920,Class A orphans,orphan,28.0,Similarity
921,Class A orphans,orphan,16.0,Identify
922,Class A orphans,orphan,28.0,Similarity
923,Class A orphans,orphan,13.0,Identify
924,Class A orphans,orphan,28.0,Similarity
925,Class A orphans,orphan,13.0,Identify
926,Class A orphans,orphan,23.0,Similarity
927,Class A orphans,orphan,14.0,Identify
928,Class A orphans,orphan,20.0,Similarity
929,Class A orphans,orphan,8.0,Identify
930,Class A orphans,orphan,53.0,Similarity
931,Class A orphans,orphan,32.0,Identify
932,Class A orphans,orphan,52.0,Similarity
933,Class A orphans,orphan,29.0,Identify
934,Class A orphans,orphan,51.0,Similarity
935,Class A orphans,orphan,29.0,Identify
936,Class A orphans,orphan,50.0,Similarity
937,Class A orphans,orphan,26.0,Identify
938,Class A orphans,orphan,48.0,Similarity
939,Class A orphans,orphan,28.0,Identify
940,Class A orphans,orphan,48.0,Similarity
941,Class A orphans,orphan,25.0,Identify
942,Class A orphans,orphan,47.0,Similarity
943,Class A orphans,orphan,26.0,Identify
944,Class A orphans,orphan,46.0,Similarity
945,Class A orphans,orphan,25.0,Identify
946,Class A orphans,orphan,45.0,Similarity
947,Class A orphans,orphan,25.0,Identify
948,Class A orphans,orphan,44.0,Similarity
949,Class A orphans,orphan,25.0,Identify
950,Class A orphans,orphan,44.0,Similarity
951,Class A orphans,orphan,24.0,Identify
952,Class A orphans,orphan,44.0,Similarity
953,Class A orphans,orphan,22.0,Identify
954,Class A orphans,orphan,43.0,Similarity
955,Class A orphans,orphan,23.0,Identify
956,Class A orphans,orphan,42.0,Similarity
957,Class A orphans,orphan,24.0,Identify
958,Class A orphans,orphan,42.0,Similarity
959,Class A orphans,orphan,23.0,Identify
960,Class A orphans,orphan,42.0,Similarity
961,Class A orphans,orphan,22.0,Identify
962,Class A orphans,orphan,42.0,Similarity
963,Class A orphans,orphan,20.0,Identify
964,Class A orphans,orphan,41.0,Similarity
965,Class A orphans,orphan,23.0,Identify
966,Class A orphans,orphan,41.0,Similarity
967,Class A orphans,orphan,21.0,Identify
968,Class A orphans,orphan,41.0,Similarity
969,Class A orphans,orphan,20.0,Identify
970,Class A orphans,orphan,41.0,Similarity
971,Class A orphans,orphan,19.0,Identify
972,Class A orphans,orphan,40.0,Similarity
973,Class A orphans,orphan,23.0,Identify
974,Class A orphans,orphan,40.0,Similarity
975,Class A orphans,orphan,21.0,Identify
976,Class A orphans,orphan,39.0,Similarity
977,Class A orphans,orphan,20.0,Identify
978,Class A orphans,orphan,39.0,Similarity
979,Class A orphans,orphan,20.0,Identify
980,Class A orphans,orphan,39.0,Similarity
981,Class A orphans,orphan,18.0,Identify
982,Class A orphans,orphan,38.0,Similarity
983,Class A orphans,orphan,22.0,Identify
984,Class A orphans,orphan,38.0,Similarity
985,Class A orphans,orphan,20.0,Identify
986,Class A orphans,orphan,38.0,Similarity
987,Class A orphans,orphan,20.0,Identify
988,Class A orphans,orphan,38.0,Similarity
989,Class A orphans,orphan,20.0,Identify
990,Class A orphans,orphan,38.0,Similarity
991,Class A orphans,orphan,19.0,Identify
992,Class A orphans,orphan,38.0,Similarity
993,Class A orphans,orphan,16.0,Identify
994,Class A orphans,orphan,37.0,Similarity
995,Class A orphans,orphan,20.0,Identify
996,Class A orphans,orphan,37.0,Similarity
997,Class A orphans,orphan,20.0,Identify
998,Class A orphans,orphan,37.0,Similarity
999,Class A orphans,orphan,17.0,Identify
1000,Class A orphans,orphan,36.0,Similarity
1001,Class A orphans,orphan,20.0,Identify
1002,Class A orphans,orphan,36.0,Similarity
1003,Class A orphans,orphan,19.0,Identify
1004,Class A orphans,orphan,36.0,Similarity
1005,Class A orphans,orphan,18.0,Identify
1006,Class A orphans,orphan,36.0,Similarity
1007,Class A orphans,orphan,18.0,Identify
1008,Class A orphans,orphan,36.0,Similarity
1009,Class A orphans,orphan,17.0,Identify
1010,Class A orphans,orphan,36.0,Similarity
1011,Class A orphans,orphan,17.0,Identify
1012,Class A orphans,orphan,35.0,Similarity
1013,Class A orphans,orphan,20.0,Identify
1014,Class A orphans,orphan,35.0,Similarity
1015,Class A orphans,orphan,19.0,Identify
1016,Class A orphans,orphan,35.0,Similarity
1017,Class A orphans,orphan,19.0,Identify
1018,Class A orphans,orphan,35.0,Similarity
1019,Class A orphans,orphan,19.0,Identify
1020,Class A orphans,orphan,35.0,Similarity
1021,Class A orphans,orphan,18.0,Identify
1022,Class A orphans,orphan,35.0,Similarity
1023,Class A orphans,orphan,18.0,Identify
1024,Class A orphans,orphan,35.0,Similarity
1025,Class A orphans,orphan,17.0,Identify
1026,Class A orphans,orphan,35.0,Similarity
1027,Class A orphans,orphan,16.0,Identify
1028,Class A orphans,orphan,34.0,Similarity
1029,Class A orphans,orphan,20.0,Identify
1030,Class A orphans,orphan,34.0,Similarity
1031,Class A orphans,orphan,18.0,Identify
1032,Class A orphans,orphan,33.0,Similarity
1033,Class A orphans,orphan,19.0,Identify
1034,Class A orphans,orphan,33.0,Similarity
1035,Class A orphans,orphan,18.0,Identify
1036,Class A orphans,orphan,33.0,Similarity
1037,Class A orphans,orphan,17.0,Identify
1038,Class A orphans,orphan,33.0,Similarity
1039,Class A orphans,orphan,17.0,Identify
1040,Class A orphans,orphan,33.0,Similarity
1041,Class A orphans,orphan,17.0,Identify
1042,Class A orphans,orphan,33.0,Similarity
1043,Class A orphans,orphan,16.0,Identify
1044,Class A orphans,orphan,33.0,Similarity
1045,Class A orphans,orphan,15.0,Identify
1046,Class A orphans,orphan,33.0,Similarity
1047,Class A orphans,orphan,14.0,Identify
1048,Class A orphans,orphan,32.0,Similarity
1049,Class A orphans,orphan,17.0,Identify
1050,Class A orphans,orphan,32.0,Similarity
1051,Class A orphans,orphan,17.0,Identify
1052,Class A orphans,orphan,32.0,Similarity
1053,Class A orphans,orphan,16.0,Identify
1054,Class A orphans,orphan,32.0,Similarity
1055,Class A orphans,orphan,15.0,Identify
1056,Class A orphans,orphan,32.0,Similarity
1057,Class A orphans,orphan,13.0,Identify
1058,Class A orphans,orphan,31.0,Similarity
1059,Class A orphans,orphan,17.0,Identify
1060,Class A orphans,orphan,31.0,Similarity
1061,Class A orphans,orphan,17.0,Identify
1062,Class A orphans,orphan,31.0,Similarity
1063,Class A orphans,orphan,16.0,Identify
1064,Class A orphans,orphan,31.0,Similarity
1065,Class A orphans,orphan,15.0,Identify
1066,Class A orphans,orphan,31.0,Similarity
1067,Class A orphans,orphan,14.0,Identify
1068,Class A orphans,orphan,30.0,Similarity
1069,Class A orphans,orphan,14.0,Identify
1070,Class A orphans,orphan,28.0,Similarity
1071,Class A orphans,orphan,13.0,Identify
